AMPPID,Ingredient
20022811000001109,hydrochlorothiazide
20023011000001107,pioglitazone
20023211000001102,pioglitazone
20023611000001100,pioglitazone
20023711000001109,c1-esterase inhibitor human
20024011000001109,chlorhexidine
20024111000001105,chlorhexidine
20024611000001102,salicylic acid
20024611000001102,coal tar
20024811000001103,salicylic acid
20024811000001103,coal tar
20025211000001103,dithranol
20025311000001106,dithranol
20025811000001102,dithranol
20026011000001104,dithranol
20026611000001106,dithranol
20026711000001102,dithranol
20027011000001101,dithranol
20027011000001101,zinc oxide
20027011000001101,salicylic acid
20027111000001100,dithranol
20027111000001100,zinc oxide
20027111000001100,salicylic acid
20027311000001103,glycerol
20027511000001109,phenol
20027711000001104,itraconazole
20028011000001100,hydrochlorothiazide
20028011000001100,telmisartan
20028111000001104,pilocarpine
20028711000001103,topiramate
20029111000001106,potassium dihydrogen phosphate
20029511000001102,fesoterodine
20029811000001104,ursodeoxycholic acid
20029911000001109,ursodeoxycholic acid
20030211000001109,agomelatine
20030311000001101,phenol
20030511000001107,diclofenac sodium
20031111000001109,salbutamol
20031511000001100,diclofenac sodium
20032311000001102,zopiclone
20032811000001106,goserelin
20033311000001107,allopurinol
20033711000001106,olanzapine
20033911000001108,olanzapine
20034111000001107,olanzapine
20034311000001109,olanzapine
20034511000001103,fluconazole
20034711000001108,rotigotine
20034911000001105,rotigotine
20040611000001107,zinc sulfate
20040711000001103,zinc sulfate
20041711000001106,zinc sulfate
20041811000001103,zinc sulfate
20062311000001109,ursodeoxycholic acid
20063111000001101,zinc sulfate
20063211000001107,zinc sulfate
20063711000001100,sodium thiosulfate
20063811000001108,sodium thiosulfate
20064311000001102,sodium thiosulfate
20064411000001109,sodium thiosulfate
20064611000001107,sodium benzoate
20064811000001106,donepezil
20065011000001101,donepezil
20065211000001106,donepezil
20065411000001105,donepezil
20065511000001109,clopidogrel
20066311000001108,tolazoline
20066511000001102,sodium nitrite
20067011000001108,physostigmine
20067111000001109,physostigmine
20067611000001101,physostigmine
20067711000001105,physostigmine
20068011000001109,paromomycin
20068211000001104,coal tar
20068511000001101,coal tar
20068611000001102,coal tar
20068911000001108,coal tar
20069011000001104,coal tar
20069311000001101,coal tar
20069411000001108,coal tar
20069611000001106,salicylic acid
20069611000001106,coal tar
20069811000001105,salicylic acid
20069811000001105,coal tar
20070011000001101,coal tar
20070711000001104,betamethasone
20070711000001104,coal tar
20070811000001107,betamethasone
20070811000001107,coal tar
20071011000001105,coal tar
20071211000001100,coal tar
20071411000001101,coal tar
20074211000001103,donepezil
20074411000001104,donepezil
20075111000001108,salicylic acid
20075111000001108,coal tar
20077711000001103,sodium acetate
20077911000001101,sodium acetate
20078311000001101,sodium acetate
20078911000001100,sodium acetate
20079011000001109,sodium acetate
20089211000001106,zolmitriptan
20089311000001103,atropine
20089511000001109,zolmitriptan
20089611000001108,atropine
20090011000001105,atropine
20090111000001106,atropine
20090611000001103,atropine
20090711000001107,atropine
20091211000001106,atropine
20091311000001103,atropine
20091711000001104,naltrexone
20092011000001109,colecalciferol
20092411000001100,hydrocortisone
20092511000001101,hydrocortisone
20092811000001103,colecalciferol
20093311000001102,enalapril
20093411000001109,enalapril
20093811000001106,cortisone
20094011000001103,methadone
20094311000001100,trientine
20095111000001103,baclofen
20095211000001109,baclofen
20095711000001102,temozolomide
20095811000001105,temozolomide
20096311000001106,tretinoin
20096411000001104,tretinoin
20097011000001106,voriconazole
20097111000001107,voriconazole
20097211000001101,clarithromycin
20097411000001102,clarithromycin
20100311000001104,ceftriaxone
20100711000001100,ceftriaxone
20101011000001106,donepezil
20101211000001101,donepezil
20101611000001104,esomeprazole
20101711000001108,sodium phenylbutyrate
20101911000001105,esomeprazole
20102111000001102,letrozole
20102211000001108,letrozole
20102811000001109,losartan
20102811000001109,hydrochlorothiazide
20103211000001102,olanzapine
20103511000001104,olanzapine
20103711000001109,olanzapine
20103911000001106,olanzapine
20104311000001107,perindopril erbumine
20104611000001102,ropinirole
20104811000001103,ropinirole
20105211000001103,ropinirole
20105911000001107,niclosamide
20106411000001108,vemurafenib
20106811000001105,trichloroacetic acid
20106911000001100,trichloroacetic acid
20107411000001105,trichloroacetic acid
20107511000001109,trichloroacetic acid
20108011000001100,trichloroacetic acid
20108111000001104,trichloroacetic acid
20108811000001106,trichloroacetic acid
20108911000001101,trichloroacetic acid
20109411000001101,trichloroacetic acid
20109511000001102,trichloroacetic acid
20110011000001104,trichloroacetic acid
20110111000001103,trichloroacetic acid
20110911000001100,chondroitin
20110911000001100,glucosamine hydrochloride
20111111000001109,sulpiride
20111311000001106,atropine
20111511000001100,atropine
20111711000001105,amiodarone
20111911000001107,acetazolamide
20112111000001104,acetylcysteine
20112311000001102,acetylcysteine
20112511000001108,acetylcysteine
20112711000001103,aluminium acetate
20112911000001101,aluminium acetate
20113111000001105,betahistine
20113311000001107,calamine
20113311000001107,zinc oxide
20113311000001107,coal tar
20113511000001101,calamine
20113511000001101,zinc oxide
20113511000001101,coal tar
20114911000001105,sitagliptin
20115211000001100,sitagliptin
20115411000001101,calcium carbonate
20115611000001103,calcium carbonate
20115811000001104,calcium carbonate
20116011000001101,calcium carbonate
20116311000001103,beclometasone
20116611000001108,codeine
20116911000001102,salicylic acid
20116911000001102,wool fat hydrous
20118411000001106,capsaicin
20118911000001103,adrenaline
20119111000001108,adrenaline
20119411000001103,beclometasone
20119911000001106,homatropine
20120111000001109,adrenaline
20120411000001104,adrenaline
20120711000001105,adrenaline
20120911000001107,adrenaline
20121111000001103,adrenaline
20121311000001101,adrenaline
20121511000001107,adrenaline
20121711000001102,adrenaline
20128811000001104,latanoprost
20129011000001100,latanoprost
20129011000001100,timolol
20129211000001105,methylprednisolone sodium succinate
20129411000001109,methylprednisolone sodium succinate
20129611000001107,phenoxymethylpenicillin
20129811000001106,phenoxymethylpenicillin
20130011000001106,trihexyphenidyl
20130211000001101,trihexyphenidyl
20130311000001109,calcipotriol
20130811000001100,trichloroacetic acid
20130911000001105,trichloroacetic acid
20131811000001108,trichloroacetic acid
20131911000001103,trichloroacetic acid
20132011000001105,trichloroacetic acid
20132111000001106,trichloroacetic acid
20132211000001100,trichloroacetic acid
20132311000001108,trichloroacetic acid
20132511000001102,etoricoxib
20132711000001107,atorvastatin
20132911000001109,tolterodine
20133111000001100,zolmitriptan
20133311000001103,zolmitriptan
20133411000001105,sitagliptin
20133611000001108,orlistat
20133811000001107,zolmitriptan
20134011000001104,zolmitriptan
20134311000001101,naratriptan
20134411000001108,ispaghula husk
20134511000001107,naratriptan
20134711000001102,ispaghula husk
20134911000001100,ispaghula husk
20135211000001105,morphine
20136211000001104,palonosetron
20136611000001102,flucloxacillin
20137311000001105,flucloxacillin
20137711000001109,atenolol
20137911000001106,sodium chloride
20138311000001106,sodium chloride
20138711000001105,sodium chloride
20139111000001102,sodium chloride
20139511000001106,sodium chloride
20140011000001105,tolazoline
20140111000001106,tolazoline
20140511000001102,sodium chloride
20141011000001101,zinc sulfate
20141111000001100,zinc sulfate
20141311000001103,trichloroacetic acid
20141811000001107,zinc oxide
20141911000001102,zinc oxide
20142111000001105,sodium chloride
20143011000001100,acetylcysteine
20143111000001104,acetylcysteine
20143611000001107,adenosine
20143711000001103,adenosine
20144011000001103,sulfasalazine
20144811000001109,adenosine
20144911000001104,adenosine
20145311000001101,adenosine
20145711000001102,adenosine
20146111000001109,papaverine
20146211000001103,papaverine
20147311000001109,dithranol
20147411000001102,dithranol
20147511000001103,dithranol
20148011000001107,dithranol
20148111000001108,dithranol
20149711000001100,dithranol
20149711000001100,zinc oxide
20149711000001100,salicylic acid
20149811000001108,dithranol
20149811000001108,zinc oxide
20149811000001108,salicylic acid
20150011000001107,dithranol
20150011000001107,zinc oxide
20150011000001107,salicylic acid
20150511000001104,dithranol
20150511000001104,zinc oxide
20150511000001104,salicylic acid
20150611000001100,dithranol
20150611000001100,zinc oxide
20150611000001100,salicylic acid
20151211000001108,dithranol
20151211000001108,zinc oxide
20151211000001108,salicylic acid
20151611000001105,dithranol
20151611000001105,zinc oxide
20151611000001105,salicylic acid
20151711000001101,dithranol
20151711000001101,zinc oxide
20151711000001101,salicylic acid
20151911000001104,taurolidine
20152211000001101,taurolidine
20156411000001101,trifluoperazine
20156811000001104,atropine
20157111000001109,chloral hydrate
20157211000001103,chloral hydrate
20157711000001105,chloral hydrate
20157811000001102,chloral hydrate
20157911000001107,chloral hydrate
20158011000001109,chloral hydrate
20158311000001107,chloral hydrate
20158411000001100,chloral hydrate
20159011000001104,paclitaxel albumin
20159211000001109,chlordiazepoxide
20159511000001107,zinc oxide
20159511000001107,ichthammol
20159611000001106,zinc oxide
20159611000001106,ichthammol
20159811000001105,tamoxifen
20160211000001108,testosterone propionate
20160411000001107,tetrabenazine
20160611000001105,thiamine
20160811000001109,tolbutamide
20161011000001107,quetiapine
20161211000001102,quetiapine
20161511000001104,quetiapine
20161611000001100,chloral hydrate
20161811000001101,quetiapine
20162011000001104,quetiapine
20162211000001109,furosemide
20162911000001100,furosemide
20163111000001109,travoprost
20163111000001109,timolol
20163211000001103,atorvastatin
20163511000001100,insulin aspart
20163511000001100,insulin aspart protamine
20163711000001105,insulin aspart
20163811000001102,candesartan
20164011000001105,hypromellose
20164211000001100,propafenone
20164411000001101,methylphenidate
20164611000001103,ciclosporin
20164711000001107,carbamazepine
20164911000001109,ipratropium
20165111000001105,amiloride
20165311000001107,anastrozole
20165511000001101,ciprofloxacin
20165711000001106,clarithromycin
20165911000001108,clarithromycin
20166111000001104,donepezil
20166311000001102,donepezil
20166511000001108,exemestane
20166711000001103,fluconazole
20166911000001101,glimepiride
20167111000001101,lamotrigine
20167311000001104,lamotrigine
20167511000001105,lamotrigine
20167711000001100,lamotrigine
20167911000001103,letrozole
20168011000001101,letrozole
20168211000001106,levetiracetam
20168411000001105,levetiracetam
20168611000001108,levetiracetam
20168811000001107,levetiracetam
20169111000001107,perindopril erbumine
20169311000001109,risperidone
20169611000001104,ropinirole
20169811000001100,sertraline
20170011000001109,sertraline
20170411000001100,tramadol
20170511000001101,tramadol
20170711000001106,trimethoprim
20170811000001103,ciprofloxacin
20170911000001108,terazosin
20171411000001109,chlorpromazine
20171711000001103,dydrogesterone
20172011000001108,testosterone
20172211000001103,testosterone
20173011000001104,colecalciferol
20174111000001101,liquid paraffin
20174111000001101,white soft paraffin
20174211000001107,liquid paraffin
20174211000001107,white soft paraffin
20175311000001100,desloratadine
20175511000001106,rivastigmine
20175711000001101,rivastigmine
20175911000001104,rivastigmine
20176011000001107,rivastigmine
20176211000001102,rivastigmine
20176311000001105,rivastigmine
20176711000001109,hydroxocobalamin
20178411000001102,ergocalciferol
20178711000001108,ergocalciferol
20183811000001100,rivastigmine
20183911000001105,rivastigmine
20184111000001109,zolmitriptan
20184211000001103,zolmitriptan
20184411000001104,zolmitriptan
20184611000001101,zolmitriptan
20186311000001100,galantamine
20186511000001106,lactulose
20186711000001101,latanoprost
20186711000001101,timolol
20186911000001104,potassium iodate
20184711000001105,carbamazepine
20184911000001107,donepezil
20185111000001108,donepezil
20185311000001105,donepezil
20185511000001104,donepezil
20185711000001109,fluconazole
20187511000001108,chloral hydrate
20187611000001107,chloral hydrate
20188111000001103,chloral hydrate
20188211000001109,chloral hydrate
20188411000001108,chloral hydrate
20188911000001100,salicylic acid
20189011000001109,salicylic acid
20189511000001101,salicylic acid
20189611000001102,salicylic acid
20189811000001103,metronidazole
20190011000001100,metronidazole
20190211000001105,buprenorphine
20190311000001102,buprenorphine
20190511000001108,cycloserine
20190711000001103,donepezil
20190911000001101,donepezil
20191111000001105,donepezil
20191311000001107,donepezil
20191511000001101,fluconazole
20191711000001106,flumazenil
20191911000001108,morphine
20192111000001100,morphine
20192311000001103,zolmitriptan
20192411000001105,zolmitriptan
20193211000001100,salicylic acid
20193311000001108,salicylic acid
20193411000001101,salicylic acid
20194311000001105,adenosine
20194411000001103,adenosine
20194711000001109,trifluoperazine
20195011000001106,trifluoperazine
20195911000001105,levofloxacin
20201611000001102,ergocalciferol
20204911000001106,carboplatin
20205711000001108,carboplatin
20206411000001106,carboplatin
20206711000001100,carboplatin
20208111000001102,sodium cromoglicate
20208711000001101,cisplatin
20209111000001109,cisplatin
20209311000001106,cisplatin
20211111000001107,cytarabine
20211511000001103,cytarabine
20212011000001103,cytarabine
20212211000001108,cytarabine
20220711000001108,salicylic acid
20220811000001100,salicylic acid
20222011000001105,salicylic acid
20222511000001102,salicylic acid
20222911000001109,nicotine
20224811000001105,salicylic acid
20227911000001106,midazolam
20259811000001108,urokinase
20262811000001108,doxorubicin
20263011000001106,doxorubicin
20263211000001101,cefuroxime
20263411000001102,quinine dihydrochloride
20263711000001108,quinine dihydrochloride
20263811000001100,doxorubicin
20264011000001108,quinine sulfate
20264211000001103,quinine sulfate
20265311000001105,pethidine
20265511000001104,epirubicin
20265711000001109,phenobarbital
20266011000001103,epirubicin
20266511000001106,epirubicin
20266611000001105,phenobarbital
20266711000001101,phenobarbital
20266811000001109,phenobarbital
20266911000001104,phenobarbital
20267211000001105,phenobarbital
20267711000001103,phenobarbital sodium
20268011000001104,phenobarbital sodium
20268211000001109,epirubicin
20268311000001101,phenobarbital sodium
20271811000001109,fluorouracil
20272111000001107,fluorouracil
20272511000001103,fluorouracil
20272811000001100,fluorouracil
20273611000001109,fluorouracil
20274011000001100,sodium hyaluronate
20274111000001104,sodium hyaluronate
20274311000001102,gemcitabine
20274511000001108,gemcitabine
20274711000001103,gemcitabine
20274911000001101,irinotecan
20275111000001100,irinotecan
20275311000001103,irinotecan
20275511000001109,midazolam
20275811000001107,prazosin
20276011000001105,midazolam
20276211000001100,salicylic acid
20276611000001103,salicylic acid
20276711000001107,salicylic acid
20276811000001104,salicylic acid
20277111000001109,salicylic acid
20277211000001103,salicylic acid
20277411000001104,salicylic acid
20277611000001101,calcium carbonate
20277811000001102,ondansetron
20278011000001109,ondansetron
20278411000001100,oxaliplatin
20278611000001102,paclitaxel
20278811000001103,paclitaxel
20279111000001103,paclitaxel
20279311000001101,aciclovir
20279511000001107,alfuzosin
20280011000001104,amisulpride
20280211000001109,amisulpride
20280411000001108,amisulpride
20280611000001106,amisulpride
20280911000001100,prazosin
20281111000001109,anastrozole
20281511000001100,colecalciferol
20281611000001101,colecalciferol
20281811000001102,azithromycin
20282111000001104,colecalciferol
20282211000001105,azithromycin
20282411000001109,azithromycin
20282911000001101,nitrous oxide
20282911000001101,oxygen
20283111000001105,nitrous oxide
20283111000001105,oxygen
20283311000001107,nitrous oxide
20283311000001107,oxygen
20283511000001101,bisoprolol
20283711000001106,bisoprolol
20283911000001108,bisoprolol
20284111000001107,bisoprolol
20284311000001109,budesonide
20284411000001102,calcipotriol
20284511000001103,clarithromycin
20284711000001108,donepezil
20284911000001105,donepezil
20285111000001106,donepezil
20285311000001108,donepezil
20285511000001102,dorzolamide
20286211000001106,salicylic acid
20286311000001103,salicylic acid
20286411000001105,dorzolamide
20286411000001105,timolol
20286911000001102,salicylic acid
20287011000001103,salicylic acid
20287211000001108,salicylic acid
20287711000001101,salicylic acid
20287811000001109,salicylic acid
20288311000001104,salicylic acid
20288411000001106,salicylic acid
20288611000001109,famciclovir
20288811000001108,famciclovir
20288911000001103,famciclovir
20289011000001107,famciclovir
20289211000001102,famciclovir
20289411000001103,fluvastatin
20289611000001100,fluvastatin
20289711000001109,gliclazide
20289911000001106,ibandronic acid
20290111000001102,latanoprost
20290311000001100,leflunomide
20290511000001106,leflunomide
20290711000001101,lercanidipine
20290911000001104,levetiracetam
20291111000001108,levetiracetam
20291311000001105,levetiracetam
20291611000001100,tetracycline
20291911000001106,biotin
20292611000001106,ulipristal
20292811000001105,pilocarpine
20293011000001108,pilocarpine
20293211000001103,pilocarpine
20293411000001104,pilocarpine
20294111000001106,colecalciferol
20307411000001101,catumaxomab
20307711000001107,catumaxomab
20308311000001109,losartan
20308511000001103,losartan
20308711000001108,losartan
20308911000001105,losartan
20308911000001105,hydrochlorothiazide
20309111000001100,trichloroacetic acid
20309211000001106,trichloroacetic acid
20309311000001103,trichloroacetic acid
20309511000001109,losartan
20309511000001109,hydrochlorothiazide
20309711000001104,levetiracetam
20309911000001102,pilocarpine
20310111000001108,pilocarpine
20310311000001105,pilocarpine
20310511000001104,pilocarpine
20310711000001109,methotrexate
20310911000001106,methotrexate
20311211000001108,mirtazapine
20311311000001100,candesartan
20311711000001101,mesalazine
20311811000001109,mirtazapine
20311911000001104,carbamazepine
20312111000001107,mycophenolate mofetil
20312311000001109,mycophenolate mofetil
20312511000001103,nebivolol
20313111000001101,olanzapine
20313711000001100,olanzapine
20313911000001103,olanzapine
20314511000001108,olanzapine
20315311000001103,olanzapine
20316111000001106,olanzapine
20317111000001109,olanzapine
20317311000001106,olanzapine
20317511000001100,olanzapine
20317711000001105,olanzapine
20318911000001108,pantoprazole
20319311000001101,perindopril erbumine
20319711000001102,pioglitazone
20320311000001100,pioglitazone
20320811000001109,pioglitazone
20323311000001106,bendroflumethiazide
20323511000001100,bisacodyl
20323611000001101,bisacodyl
20323811000001102,diclofenac sodium
20323911000001107,diclofenac sodium
20324111000001106,ferrous gluconate
20324311000001108,hydrocortisone
20324511000001102,indometacin
20324711000001107,indometacin
20324911000001109,lorazepam
20325211000001104,lorazepam
20325411000001100,methyldopa
20325611000001102,methyldopa
20325811000001103,naproxen
20326011000001100,naproxen
20326211000001105,nitrofurantoin
20326311000001102,nitrofurantoin
20326511000001108,oxytetracycline
20326711000001103,prochlorperazine
20326911000001101,spironolactone
20327111000001101,spironolactone
20327311000001104,sulfasalazine
20327511000001105,nitrofurantoin
20327611000001109,nitrofurantoin
20327711000001100,oxytetracycline
20330111000001104,salicylic acid
20330211000001105,salicylic acid
20330711000001103,salicylic acid
20330811000001106,salicylic acid
20340211000001106,zolmitriptan
20341211000001100,zolmitriptan
20343411000001102,desloratadine
20343911000001105,rufinamide
20344211000001103,cetirizine
20345811000001101,donepezil
20346011000001103,donepezil
20346311000001100,donepezil
20346611000001105,donepezil
20348211000001109,acetic acid
20348511000001107,glyceryl trinitrate
20348811000001105,nicotinamide
20349111000001105,valaciclovir
20349411000001100,glycopyrronium bromide
20350711000001102,cod liver oil
20351011000001108,azilsartan
20351511000001100,azilsartan
20351611000001101,ascorbic acid
20351911000001107,azilsartan
20352311000001102,paracetamol
20352311000001102,codeine phosphate
20352611000001107,citric acid
20353811000001103,lacosamide
20354311000001109,galantamine
20354511000001103,galantamine
20354711000001108,galantamine
20354911000001105,quetiapine
20355111000001106,quetiapine
20355311000001108,quetiapine
20355511000001102,quetiapine
20355711000001107,quetiapine
20356111000001100,quetiapine
20356311000001103,quetiapine
20356511000001109,quetiapine
20356711000001104,quetiapine
20357311000001100,bisoprolol
20357511000001106,pioglitazone
20357711000001101,pioglitazone
20357911000001104,pioglitazone
20358111000001101,bisoprolol
20358411000001106,amorolfine
20358711000001100,vandetanib
20359011000001107,vandetanib
20359211000001102,azithromycin
20359411000001103,clonazepam
20359611000001100,clonazepam
20359811000001101,naratriptan
20360011000001108,oxprenolol
20360211000001103,oxprenolol
20360411000001104,phenoxybenzamine
20360611000001101,quetiapine
20360811000001102,quetiapine
20361011000001104,quetiapine
20361211000001109,quetiapine
20361411000001108,quetiapine
20361611000001106,tramadol
20361811000001105,zolmitriptan
20361911000001100,zolmitriptan
20362111000001108,zolmitriptan
20362311000001105,zolmitriptan
20363811000001109,paracetamol
20363811000001109,dihydrocodeine tartrate
20363911000001104,paracetamol
20363911000001104,dihydrocodeine tartrate
20364111000001100,paracetamol
20364111000001100,dihydrocodeine tartrate
20364211000001106,clarithromycin
20364311000001103,paracetamol
20364311000001103,codeine phosphate
20364511000001109,folic acid
20364611000001108,levetiracetam
20364711000001104,levetiracetam
20364911000001102,naratriptan
20365111000001101,oxprenolol
20365311000001104,oxprenolol
20365511000001105,potassium phosphate
20365711000001100,quetiapine
20365911000001103,quetiapine
20366111000001107,quetiapine
20366311000001109,quetiapine
20366711000001108,tegafur
20366711000001108,oteracil
20366711000001108,gimeracil
20366811000001100,quetiapine
20367211000001104,tegafur
20367211000001104,oteracil
20367211000001104,gimeracil
20367311000001107,ursodeoxycholic acid
20367511000001101,warfarin
20372311000001100,esomeprazole
20372511000001106,ethanol
20373311000001105,latanoprost
20374011000001109,coal tar
20374111000001105,coal tar
20375011000001108,coal tar
20375111000001109,coal tar
20375211000001103,coal tar
20375311000001106,magnesium sulfate
20375911000001107,coal tar
20376011000001104,coal tar
20378311000001102,salicylic acid
20378411000001109,magnesium sulfate
20379611000001103,salicylic acid
20379811000001104,salicylic acid
20380011000001105,salicylic acid
20380311000001108,sulfur
20380311000001108,salicylic acid
20380711000001107,sulfur
20380711000001107,salicylic acid
20380911000001109,salicylic acid
20381211000001106,salicylic acid
20381311000001103,salicylic acid
20381611000001108,salicylic acid
20381711000001104,salicylic acid
20382111000001105,salicylic acid
20382711000001106,salicylic acid
20383011000001100,salicylic acid
20383111000001104,salicylic acid
20394311000001101,furosemide
20397111000001108,coal tar
20397311000001105,coal tar
20398011000001108,coal tar
20398211000001103,coal tar
20399011000001103,coal tar
20399111000001102,coal tar
20400011000001101,coal tar
20400111000001100,coal tar
20402511000001105,coal tar
20402611000001109,coal tar
20407911000001101,gentamicin
20408811000001105,carmellose
20409011000001109,carmellose
20409211000001104,sodium hyaluronate
20409411000001100,sodium hyaluronate
20410111000001102,sodium chloride
20410211000001108,sodium chloride
20410711000001101,sodium chloride
20410811000001109,sodium chloride
20411111000001108,coal tar
20411311000001105,fenofibrate micronised
20411911000001106,sulfur
20411911000001106,salicylic acid
20412011000001104,sulfur
20412011000001104,salicylic acid
20412511000001107,salicylic acid
20412511000001107,coal tar
20412611000001106,salicylic acid
20412611000001106,coal tar
20412711000001102,rizatriptan
20414211000001100,naltrexone
20414411000001101,maize starch
20414511000001102,maize starch
20415611000001102,donepezil
20415811000001103,donepezil
20416011000001100,quetiapine
20416211000001105,quetiapine
20416411000001109,quetiapine
20416611000001107,quetiapine
20416811000001106,quetiapine
20417011000001102,rivastigmine
20417111000001101,rivastigmine
20417311000001104,rivastigmine
20417411000001106,rivastigmine
20417611000001109,rivastigmine
20417711000001100,rivastigmine
20417911000001103,rivastigmine
20418011000001101,rivastigmine
20418311000001103,morphine
20418611000001108,econazole
20420311000001105,trospium
20420511000001104,triclosan
20420511000001104,sodium fluoride
20420811000001101,levothyroxine
20421011000001103,levothyroxine
20421211000001108,levothyroxine
20421511000001106,sucralfate
20421911000001104,codeine
20422211000001101,cocaine
20422511000001103,econazole
20422811000001100,miconazole
20423311000001104,clobetasol
20423411000001106,clobetasol
20423911000001103,salicylic acid
20423911000001103,coal tar
20424011000001100,salicylic acid
20424011000001100,coal tar
20425311000001103,ephedrine
20425411000001105,ephedrine
20425511000001109,nitazoxanide
20425811000001107,pipobroman
20426111000001106,magnesium oxide
20426411000001101,gatifloxacin
20426711000001107,coal tar
20426811000001104,coal tar
20427111000001109,coal tar
20427211000001103,coal tar
20427411000001104,coal tar
20427911000001107,clomethiazole
20428111000001105,bisacodyl
20428611000001102,amlodipine
20428811000001103,amlodipine
20428911000001108,hydrocortisone
20429111000001103,captopril
20429311000001101,captopril
20429511000001107,bisacodyl
20429711000001102,colecalciferol
20429911000001100,dexamfetamine
20430111000001106,dexamfetamine
20430211000001100,diltiazem
20430511000001102,phytomenadione
20430711000001107,flecainide
20430911000001109,flecainide
20431111000001100,gabapentin
20431311000001103,gabapentin
20431511000001109,ketamine
20431811000001107,trimetazidine
20432211000001104,ketamine
20432311000001107,ketamine
20432511000001101,quetiapine
20432711000001106,sodium bicarbonate
20432911000001108,sodium chloride
20433111000001104,spironolactone
20433311000001102,tacrolimus
20433811000001106,topiramate
20434111000001102,amitriptyline
20434111000001102,ketamine
20434511000001106,trimetazidine
20434611000001105,salbutamol
20434811000001109,donepezil
20435211000001109,pilocarpine
20435311000001101,donepezil
20435511000001107,donepezil
20435711000001102,donepezil
20435911000001100,zolmitriptan
20436011000001108,zolmitriptan
20436311000001106,valaciclovir
20436511000001100,zolmitriptan
20436711000001105,zolmitriptan
20436911000001107,naratriptan
20437011000001106,naratriptan
20437311000001109,hydrocortisone
20437311000001109,lidocaine
20437511000001103,quetiapine
20437711000001108,quetiapine
20437911000001105,quetiapine
20438211000001102,quetiapine
20438411000001103,ziprasidone
20438611000001100,quetiapine
20438811000001101,amitriptyline
20439011000001102,amitriptyline
20439211000001107,amitriptyline
20439911000001103,polihexanide
20440111000001105,salicylic acid
20440311000001107,salicylic acid
20440711000001106,salicylic acid
20440811000001103,salicylic acid
20440911000001108,salicylic acid
20441511000001108,salicylic acid
20441711000001103,rifaximin
20442111000001109,acetic acid
20442311000001106,acetic acid
20442411000001104,rifaximin
20442511000001100,acetic acid
20443011000001104,dexamethasone
20443311000001101,acetic acid
20443411000001108,acetic acid
20443611000001106,acetic acid
20443711000001102,dexamethasone
20444311000001104,allopurinol
20444411000001106,diazepam
20444811000001108,allopurinol
20445011000001103,diclofenac sodium
20445311000001100,acetic acid
20445511000001106,acetic acid
20445611000001105,acetic acid
20445711000001101,coal tar
20445811000001109,acetic acid
20445911000001104,coal tar
20446411000001103,acetic acid
20446511000001104,acetic acid
20447011000001105,coal tar
20447111000001106,coal tar
20447711000001107,acetic acid
20447811000001104,acetic acid
20447911000001109,acetic acid
20448011000001106,acetic acid
20448111000001107,acetic acid
20448311000001109,atorvastatin
20448511000001103,atorvastatin
20448711000001108,atorvastatin
20449211000001106,magnesium glycerophosphate
20449311000001103,magnesium glycerophosphate
20449711000001104,magnesium glycerophosphate
20449811000001107,magnesium glycerophosphate
20450011000001106,phenobarbital
20450211000001101,phenobarbital
20450411000001102,clobetasol
20450711000001108,budesonide
20450911000001105,atorvastatin
20451111000001101,lacosamide
20451311000001104,zolmitriptan
20451511000001105,domperidone
20452211000001100,ergocalciferol
20452311000001108,ergocalciferol
20452511000001102,sodium chloride
20452811000001104,acetic acid
20453011000001101,acetic acid
20453211000001106,acetic acid
20454011000001104,acetic acid
20454111000001103,acetic acid
20454211000001109,acetic acid
20454911000001100,acetic acid
20455011000001100,acetic acid
20457111000001108,colecalciferol
20457411000001103,colecalciferol
20457711000001109,colecalciferol
20457911000001106,colecalciferol
20458311000001106,pilocarpine
20458511000001100,ciclosporin
20458711000001105,cinnarizine
20458911000001107,ciprofloxacin
20459111000001102,ciprofloxacin
20459311000001100,clonazepam
20459511000001106,clonazepam
20460011000001102,glucose
20460111000001101,glucose
20460611000001109,glucose
20460711000001100,glucose
20461211000001101,glucose
20461311000001109,dantrolene
20461711000001108,dantrolene
20462111000001102,glucose
20462211000001108,dantrolene
20462311000001100,glucose
20462711000001101,glucose
20462911000001104,dantrolene
20463111000001108,dipyridamole
20463311000001105,dithranol
20463311000001105,zinc oxide
20463311000001105,salicylic acid
20463611000001100,dithranol
20463611000001100,zinc oxide
20463611000001100,salicylic acid
20463811000001101,dithranol
20463811000001101,salicylic acid
20464011000001109,dithranol
20464411000001100,oxprenolol
20464611000001102,oxprenolol
20464811000001103,oxprenolol
20465011000001108,tranexamic acid
20465211000001103,tranexamic acid
20465411000001104,tranexamic acid
20468811000001106,desloratadine
20469311000001108,zinc sulfate
20469311000001108,adrenaline
20470011000001108,sulfurated potash
20470011000001108,camphor
20470011000001108,zinc sulfate
20470711000001105,zinc oxide
20470711000001105,coal tar
20471211000001109,dinoprostone
20471911000001100,doxorubicin pegylated liposomal
20472411000001103,doxorubicin pegylated liposomal
20473211000001108,quinidine
20474411000001105,paracetamol
20474411000001105,dihydrocodeine tartrate
20474511000001109,paracetamol
20474511000001109,dihydrocodeine tartrate
20474711000001104,paracetamol
20474711000001104,dihydrocodeine tartrate
20474911000001102,hyoscine
20475111000001101,tramadol
20475311000001104,tramadol
